311.864, 129.494, 3.551,  3.620 False
311.745, 129.494, 3.584,  3.653 False
311.625, 129.494, 3.617,  3.686 False
311.503, 129.494, 3.650,  3.719 False
311.381, 129.495, 3.683,  3.752 False
311.257, 129.495, 3.716,  3.785 False
311.133, 129.495, 3.749,  3.818 False
311.007, 129.495, 3.782,  3.851 False
310.880, 129.495, 3.815,  3.884 False
310.752, 129.495, 3.848,  3.917 False
310.623, 129.495, 3.881,  3.950 False
310.493, 129.495, 3.912,  3.983 False
310.361, 129.495, 3.944,  4.016 False
310.229, 129.495, 3.975,  4.049 False
310.096, 129.495, 4.006,  4.082 False
309.962, 129.495, 4.037,  4.115 False
309.826, 129.495, 4.069,  4.148 False
309.690, 129.495, 4.100,  4.181 False
309.552, 129.495, 4.131,  4.214 False
309.414, 129.495, 4.162,  4.247 False
309.274, 129.495, 4.194,  4.280 False
309.134, 129.495, 4.225,  4.313 False
308.992, 129.496, 4.257,  4.346 False
308.850, 129.496, 4.288,  4.379 False
308.706, 129.496, 4.319,  4.412 False
308.561, 129.496, 4.351,  4.445 False
308.415, 129.496, 4.383,  4.478 False
308.268, 129.496, 4.414,  4.511 False
308.120, 129.496, 4.445,  4.544 False
307.971, 129.496, 4.476,  4.577 False
307.821, 129.496, 4.507,  4.610 False
307.670, 129.496, 4.538,  4.643 False
307.518, 129.496, 4.569,  4.676 False
307.365, 129.496, 4.600,  4.709 False
307.211, 129.496, 4.631,  4.742 False
307.056, 129.496, 4.662,  4.775 False
306.900, 129.496, 4.692,  4.808 False
306.743, 129.496, 4.723,  4.841 False
306.585, 129.498, 4.752,  4.874 False
306.426, 129.501, 4.782,  4.907 False
306.265, 129.504, 4.813,  4.940 False
306.104, 129.507, 4.845,  4.973 False
305.942, 129.510, 4.875,  5.006 False
305.779, 129.514, 4.907,  5.039 False
305.614, 129.519, 4.937,  5.072 False
305.449, 129.523, 4.969,  5.105 False
305.283, 129.528, 5.000,  5.138 False
305.115, 129.533, 5.030,  5.171 False
304.947, 129.539, 5.061,  5.204 False
304.778, 129.545, 5.092,  5.237 False
304.607, 129.552, 5.123,  5.270 False
304.436, 129.558, 5.152,  5.303 False
304.263, 129.566, 5.181,  5.336 False
304.091, 129.574, 5.200,  5.369 False
303.917, 129.582, 5.213,  5.402 False
303.744, 129.591, 5.222,  5.435 False
303.570, 129.598, 5.229,  5.468 False
303.396, 129.606, 5.238,  5.501 False
303.221, 129.613, 5.253,  5.534 False
303.046, 129.621, 5.277,  5.567 False
302.869, 129.630, 5.306,  5.600 False
302.692, 129.638, 5.341,  5.633 False
302.513, 129.646, 5.379,  5.666 False
302.333, 129.655, 5.417,  5.699 False
302.151, 129.663, 5.457,  5.732 False
301.968, 129.671, 5.497,  5.765 False
301.784, 129.680, 5.538,  5.798 False
301.599, 129.690, 5.577,  5.831 False
301.412, 129.699, 5.617,  5.864 False
301.224, 129.708, 5.655,  5.897 False
301.035, 129.719, 5.692,  5.930 False
300.844, 129.729, 5.729,  5.963 False
300.653, 129.739, 5.766,  5.996 False
300.460, 129.749, 5.801,  6.029 False
300.266, 129.759, 5.837,  6.062 False
300.071, 129.770, 5.871,  6.095 False
299.875, 129.780, 5.907,  6.128 False
299.677, 129.790, 5.941,  6.161 False
299.479, 129.801, 5.975,  6.194 False
299.279, 129.812, 6.009,  6.227 False
299.078, 129.822, 6.043,  6.260 False
298.876, 129.833, 6.076,  6.293 False
298.673, 129.844, 6.110,  6.326 False
298.469, 129.856, 6.142,  6.359 False
298.264, 129.867, 6.175,  6.392 False
298.058, 129.878, 6.207,  6.425 False
297.850, 129.890, 6.240,  6.458 False
297.642, 129.902, 6.272,  6.491 False
297.432, 129.913, 6.304,  6.524 False
297.222, 129.925, 6.336,  6.557 False
297.010, 129.937, 6.368,  6.590 False
296.798, 129.949, 6.399,  6.623 False
296.584, 129.961, 6.431,  6.656 False
296.369, 129.973, 6.463,  6.689 False
296.153, 129.985, 6.495,  6.722 False
295.937, 129.998, 6.526,  6.755 False
295.719, 130.010, 6.557,  6.788 False
295.500, 130.023, 6.588,  6.821 False
295.280, 130.035, 6.619,  6.854 False
295.059, 130.048, 6.650,  6.887 False
294.837, 130.061, 6.681,  6.920 False
294.614, 130.074, 6.711,  6.953 False
294.390, 130.087, 6.741,  6.986 False
294.165, 130.100, 6.770,  7.019 False
293.939, 130.115, 6.800,  7.052 False
293.712, 130.129, 6.829,  7.085 False
293.484, 130.144, 6.859,  7.118 False
293.255, 130.160, 6.888,  7.151 False
293.026, 130.174, 6.919,  7.184 False
292.795, 130.189, 6.948,  7.217 False
292.563, 130.204, 6.978,  7.250 False
292.330, 130.218, 7.007,  7.283 False
292.096, 130.233, 7.037,  7.316 False
291.862, 130.248, 7.065,  7.349 False
291.626, 130.263, 7.095,  7.382 False
291.389, 130.278, 7.124,  7.415 False
291.152, 130.294, 7.153,  7.448 False
290.913, 130.310, 7.182,  7.481 False
290.673, 130.326, 7.212,  7.514 False
290.433, 130.342, 7.242,  7.547 False
290.191, 130.357, 7.272,  7.580 False
289.949, 130.373, 7.301,  7.613 False
289.705, 130.388, 7.331,  7.646 False
289.460, 130.404, 7.360,  7.679 False
289.215, 130.420, 7.390,  7.712 False
288.968, 130.435, 7.418,  7.745 False
288.721, 130.451, 7.448,  7.778 False
288.472, 130.467, 7.476,  7.811 False
288.223, 130.482, 7.506,  7.844 False
287.973, 130.498, 7.534,  7.877 False
287.721, 130.513, 7.563,  7.910 False
287.469, 130.529, 7.591,  7.943 False
287.215, 130.545, 7.621,  7.976 False
286.961, 130.560, 7.649,  8.009 False
286.706, 130.576, 7.679,  8.042 False
286.450, 130.591, 7.708,  8.075 False
286.193, 130.607, 7.738,  8.108 False
285.934, 130.622, 7.767,  8.141 False
285.675, 130.638, 7.797,  8.174 False
285.415, 130.653, 7.826,  8.207 False
285.154, 130.668, 7.856,  8.240 False
284.892, 130.684, 7.884,  8.273 False
284.629, 130.697, 7.913,  8.306 False
284.364, 130.712, 7.943,  8.339 False
284.099, 130.725, 7.973,  8.372 False
283.833, 130.739, 8.002,  8.405 False
283.566, 130.751, 8.032,  8.438 False
283.298, 130.764, 8.062,  8.471 False
283.029, 130.776, 8.091,  8.504 False
282.758, 130.785, 8.119,  8.537 False
282.487, 130.794, 8.149,  8.570 False
282.215, 130.802, 8.179,  8.603 False
281.942, 130.809, 8.208,  8.636 False
281.667, 130.815, 8.234,  8.669 False
281.393, 130.822, 8.255,  8.702 False
281.117, 130.829, 8.271,  8.735 False
280.841, 130.836, 8.283,  8.768 False
280.565, 130.843, 8.294,  8.801 False
280.289, 130.848, 8.302,  8.834 False
280.012, 130.854, 8.309,  8.867 False
279.735, 130.859, 8.314,  8.900 False
279.458, 130.865, 8.319,  8.933 False
279.181, 130.869, 8.324,  8.966 False
278.904, 130.873, 8.327,  8.999 False
278.626, 130.877, 8.330,  9.032 False
278.348, 130.881, 8.333,  9.065 False
278.071, 130.885, 8.336,  9.098 False
277.793, 130.888, 8.338,  9.131 False
277.515, 130.890, 8.340,  9.164 False
277.237, 130.893, 8.341,  9.197 False
276.959, 130.895, 8.343,  9.230 False
276.681, 130.897, 8.344,  9.263 False
276.403, 130.897, 8.345,  9.296 False
276.125, 130.898, 8.346,  9.329 False
275.847, 130.898, 8.347,  9.362 False
275.568, 130.898, 8.347,  9.395 False
275.290, 130.898, 8.348,  9.428 False
275.012, 130.897, 8.349,  9.461 False
274.734, 130.896, 8.349,  9.494 False
274.455, 130.895, 8.350,  9.527 False
274.177, 130.894, 8.350,  9.560 False
273.899, 130.893, 8.350,  9.593 False
273.621, 130.891, 8.350,  9.626 False
273.342, 130.889, 8.350,  9.659 False
273.064, 130.886, 8.350,  9.692 False
272.786, 130.884, 8.350,  9.725 False
272.507, 130.881, 8.350,  9.758 False
272.229, 130.878, 8.351,  9.791 False
271.951, 130.874, 8.351,  9.824 False
271.672, 130.871, 8.350,  9.857 False
271.394, 130.867, 8.350,  9.890 False
271.116, 130.863, 8.350,  9.923 False
270.838, 130.859, 8.350,  9.956 False
270.559, 130.854, 8.350,  9.989 False
270.281, 130.850, 8.350, 10.022 False
270.003, 130.845, 8.349, 10.055 False
269.724, 130.840, 8.349, 10.088 False
269.446, 130.835, 8.349, 10.121 False
269.168, 130.830, 8.349, 10.154 False
268.890, 130.824, 8.349, 10.187 False
268.612, 130.819, 8.348, 10.220 False
268.333, 130.813, 8.348, 10.253 False
268.055, 130.807, 8.348, 10.286 False
267.777, 130.801, 8.348, 10.319 False
267.499, 130.795, 8.347, 10.352 False
267.221, 130.789, 8.347, 10.385 False
266.942, 130.782, 8.347, 10.418 False
266.664, 130.775, 8.347, 10.451 False
266.386, 130.768, 8.346, 10.484 False
266.108, 130.760, 8.346, 10.517 False
265.830, 130.753, 8.346, 10.550 False
265.552, 130.746, 8.346, 10.583 False
265.274, 130.738, 8.345, 10.616 False
264.996, 130.730, 8.345, 10.649 False
264.718, 130.723, 8.345, 10.682 False
264.440, 130.714, 8.345, 10.715 False
264.162, 130.706, 8.344, 10.748 False
263.884, 130.698, 8.344, 10.781 False
263.606, 130.690, 8.344, 10.814 False
263.328, 130.681, 8.344, 10.847 False
263.050, 130.672, 8.343, 10.880 False
262.772, 130.663, 8.343, 10.913 False
262.494, 130.655, 8.343, 10.946 False
262.216, 130.646, 8.343, 10.979 False
261.938, 130.636, 8.342, 11.012 False
261.660, 130.627, 8.342, 11.045 False
261.382, 130.618, 8.342, 11.078 False
261.104, 130.609, 8.342, 11.111 False
260.826, 130.598, 8.341, 11.144 False
260.549, 130.588, 8.341, 11.177 False
260.271, 130.578, 8.341, 11.210 False
259.993, 130.568, 8.341, 11.243 False
259.715, 130.558, 8.341, 11.276 False
259.437, 130.548, 8.341, 11.309 False
259.159, 130.538, 8.341, 11.342 False
258.882, 130.527, 8.340, 11.375 False
258.604, 130.517, 8.340, 11.408 False
258.326, 130.506, 8.340, 11.441 False
258.048, 130.496, 8.340, 11.474 False
257.770, 130.485, 8.340, 11.507 False
257.493, 130.475, 8.339, 11.540 False
257.215, 130.464, 8.339, 11.573 False
256.937, 130.453, 8.339, 11.606 False
256.659, 130.442, 8.339, 11.639 False
256.382, 130.431, 8.339, 11.672 False
256.104, 130.420, 8.339, 11.705 False
255.826, 130.409, 8.339, 11.738 False
255.548, 130.398, 8.338, 11.771 False
255.271, 130.387, 8.338, 11.804 False
254.993, 130.376, 8.338, 11.837 False
254.715, 130.364, 8.338, 11.870 False
254.438, 130.353, 8.338, 11.903 False
254.160, 130.342, 8.338, 11.936 False
253.882, 130.330, 8.338, 11.969 False
253.604, 130.319, 8.338, 12.002 False
253.327, 130.308, 8.337, 12.035 False
253.049, 130.296, 8.337, 12.068 False
252.771, 130.285, 8.337, 12.101 False
252.494, 130.273, 8.337, 12.134 False
252.216, 130.262, 8.337, 12.167 False
251.938, 130.250, 8.337, 12.200 False
251.661, 130.239, 8.337, 12.233 False
251.383, 130.226, 8.337, 12.266 False
251.105, 130.215, 8.337, 12.299 False
250.828, 130.203, 8.337, 12.332 False
250.550, 130.191, 8.336, 12.365 False
250.273, 130.179, 8.336, 12.398 False
249.995, 130.167, 8.336, 12.431 False
249.717, 130.155, 8.336, 12.464 False
249.440, 130.143, 8.336, 12.497 False
249.162, 130.132, 8.336, 12.530 False
248.885, 130.120, 8.336, 12.563 False
248.607, 130.108, 8.336, 12.596 False
248.329, 130.096, 8.336, 12.629 False
248.052, 130.084, 8.336, 12.662 False
247.774, 130.072, 8.336, 12.695 False
247.496, 130.061, 8.336, 12.728 False
247.219, 130.049, 8.336, 12.761 False
246.941, 130.037, 8.336, 12.794 False
246.664, 130.025, 8.335, 12.827 False
246.386, 130.014, 8.335, 12.860 False
246.108, 130.002, 8.335, 12.893 False
245.831, 129.990, 8.335, 12.926 False
245.553, 129.979, 8.335, 12.959 False
245.276, 129.967, 8.335, 12.992 False
244.998, 129.955, 8.335, 13.025 False
244.721, 129.944, 8.335, 13.058 False
244.443, 129.932, 8.335, 13.091 False
244.165, 129.921, 8.335, 13.124 False
243.888, 129.910, 8.335, 13.157 False
243.610, 129.898, 8.335, 13.190 False
243.333, 129.887, 8.335, 13.223 False
243.055, 129.875, 8.335, 13.256 False
242.777, 129.864, 8.335, 13.289 False
242.500, 129.853, 8.335, 13.322 False
242.222, 129.842, 8.335, 13.355 False
241.945, 129.831, 8.335, 13.388 False
241.667, 129.820, 8.335, 13.421 False
241.390, 129.808, 8.335, 13.454 False
241.112, 129.798, 8.334, 13.487 False
240.834, 129.787, 8.334, 13.520 False
240.557, 129.776, 8.334, 13.553 False
240.279, 129.765, 8.334, 13.586 False
240.002, 129.754, 8.334, 13.619 False
239.724, 129.743, 8.334, 13.652 False
239.446, 129.733, 8.334, 13.685 False
239.169, 129.722, 8.334, 13.718 False
238.891, 129.712, 8.334, 13.751 False
238.613, 129.702, 8.334, 13.784 False
238.336, 129.692, 8.334, 13.817 False
238.058, 129.682, 8.334, 13.850 False
237.781, 129.672, 8.334, 13.883 False
237.503, 129.662, 8.334, 13.916 False
237.225, 129.652, 8.334, 13.949 False
236.948, 129.642, 8.334, 13.982 False
236.670, 129.632, 8.334, 14.015 False
236.392, 129.623, 8.334, 14.048 False
236.115, 129.614, 8.334, 14.081 False
235.837, 129.604, 8.334, 14.114 False
235.559, 129.595, 8.334, 14.147 False
235.282, 129.586, 8.334, 14.180 False
235.004, 129.577, 8.334, 14.213 False
234.727, 129.568, 8.334, 14.246 False
234.449, 129.559, 8.334, 14.279 False
234.171, 129.550, 8.334, 14.312 False
233.894, 129.541, 8.334, 14.345 False
233.616, 129.532, 8.334, 14.378 False
233.338, 129.524, 8.334, 14.411 False
233.061, 129.515, 8.334, 14.444 False
232.783, 129.506, 8.334, 14.477 False
232.505, 129.498, 8.334, 14.510 False
232.228, 129.490, 8.334, 14.543 False
231.950, 129.481, 8.334, 14.576 False
231.672, 129.473, 8.334, 14.609 False
231.395, 129.465, 8.334, 14.642 False
231.117, 129.457, 8.334, 14.675 False
230.839, 129.449, 8.334, 14.708 False
230.562, 129.441, 8.334, 14.741 False
230.284, 129.434, 8.333, 14.774 False
230.006, 129.426, 8.333, 14.807 False
229.729, 129.419, 8.333, 14.840 False
229.451, 129.411, 8.333, 14.873 False
229.173, 129.404, 8.333, 14.906 False
228.895, 129.397, 8.333, 14.939 False
228.618, 129.390, 8.333, 14.972 False
228.340, 129.383, 8.333, 15.005 False
228.062, 129.376, 8.333, 15.038 False
227.785, 129.369, 8.333, 15.071 False
227.507, 129.362, 8.333, 15.104 False
227.229, 129.355, 8.333, 15.137 False
226.952, 129.348, 8.333, 15.170 False
226.674, 129.342, 8.333, 15.203 False
226.396, 129.335, 8.333, 15.236 False
226.118, 129.329, 8.333, 15.269 False
225.841, 129.323, 8.333, 15.302 False
225.563, 129.316, 8.333, 15.335 False
225.285, 129.310, 8.333, 15.368 False
225.008, 129.304, 8.333, 15.401 False
224.730, 129.298, 8.333, 15.434 False
224.452, 129.293, 8.333, 15.467 False
224.175, 129.287, 8.333, 15.500 False
223.897, 129.281, 8.333, 15.533 False
223.619, 129.275, 8.333, 15.566 False
223.341, 129.270, 8.333, 15.599 False
223.064, 129.264, 8.333, 15.632 False
222.786, 129.259, 8.333, 15.665 False
222.508, 129.254, 8.333, 15.698 False
222.230, 129.249, 8.333, 15.731 False
221.953, 129.243, 8.333, 15.764 False
221.675, 129.238, 8.333, 15.797 False
221.397, 129.233, 8.333, 15.830 False
221.119, 129.229, 8.333, 15.863 False
220.842, 129.224, 8.333, 15.896 False
220.564, 129.219, 8.333, 15.929 False
220.286, 129.214, 8.333, 15.962 False
220.008, 129.210, 8.333, 15.995 False
219.731, 129.205, 8.333, 16.028 False
219.453, 129.201, 8.333, 16.061 False
219.175, 129.197, 8.333, 16.094 False
218.898, 129.193, 8.333, 16.127 False
218.620, 129.189, 8.333, 16.160 False
218.342, 129.186, 8.333, 16.193 False
218.064, 129.182, 8.333, 16.226 False
217.787, 129.179, 8.333, 16.259 False
217.509, 129.176, 8.333, 16.292 False
217.231, 129.172, 8.333, 16.325 False
216.953, 129.169, 8.333, 16.358 False
216.676, 129.166, 8.333, 16.391 False
216.398, 129.163, 8.333, 16.424 False
216.120, 129.160, 8.333, 16.457 False
215.842, 129.157, 8.333, 16.490 False
215.565, 129.154, 8.333, 16.523 False
215.287, 129.152, 8.333, 16.556 False
215.009, 129.149, 8.333, 16.589 False
214.731, 129.147, 8.333, 16.622 False
214.453, 129.144, 8.333, 16.655 False
214.176, 129.142, 8.333, 16.688 False
213.898, 129.139, 8.333, 16.721 False
213.620, 129.137, 8.333, 16.754 False
213.342, 129.135, 8.333, 16.787 False
213.065, 129.133, 8.333, 16.820 False
212.787, 129.131, 8.333, 16.853 False
212.509, 129.129, 8.333, 16.886 False
212.231, 129.127, 8.333, 16.919 False
211.953, 129.125, 8.333, 16.952 False
211.676, 129.124, 8.333, 16.985 False
211.398, 129.122, 8.333, 17.018 False
211.120, 129.121, 8.333, 17.051 False
210.842, 129.119, 8.333, 17.084 False
210.565, 129.118, 8.333, 17.117 False
210.287, 129.116, 8.333, 17.150 False
210.009, 129.115, 8.333, 17.183 False
209.731, 129.114, 8.333, 17.216 False
209.453, 129.113, 8.333, 17.249 False
209.176, 129.112, 8.333, 17.282 False
208.898, 129.111, 8.333, 17.315 False
208.620, 129.110, 8.333, 17.348 False
208.342, 129.109, 8.333, 17.381 False
208.065, 129.109, 8.333, 17.414 False
207.787, 129.108, 8.333, 17.447 False
207.509, 129.107, 8.333, 17.480 False
207.231, 129.107, 8.333, 17.513 False
206.953, 129.106, 8.333, 17.546 False
206.676, 129.106, 8.333, 17.579 False
206.398, 129.106, 8.333, 17.612 False
206.120, 129.105, 8.333, 17.645 False
205.842, 129.105, 8.333, 17.678 False
205.565, 129.105, 8.333, 17.711 False
205.287, 129.105, 8.333, 17.744 False
205.009, 129.105, 8.333, 17.777 False
204.731, 129.105, 8.333, 17.810 False
204.454, 129.105, 8.333, 17.843 False
204.176, 129.105, 8.333, 17.876 False
203.898, 129.105, 8.333, 17.909 False
203.620, 129.106, 8.333, 17.942 False
203.342, 129.106, 8.333, 17.975 False
203.065, 129.106, 8.333, 18.008 False
202.787, 129.107, 8.333, 18.041 False
202.509, 129.107, 8.333, 18.074 False
202.231, 129.108, 8.333, 18.107 False
201.954, 129.109, 8.333, 18.140 False
201.676, 129.110, 8.333, 18.173 False
201.398, 129.111, 8.333, 18.206 False
201.120, 129.112, 8.333, 18.239 False
200.842, 129.113, 8.333, 18.272 False
200.565, 129.114, 8.333, 18.305 False
200.287, 129.115, 8.333, 18.338 False
200.009, 129.117, 8.333, 18.371 False
199.731, 129.118, 8.333, 18.404 False
199.454, 129.119, 8.333, 18.437 False
199.176, 129.121, 8.333, 18.470 False
198.898, 129.122, 8.333, 18.503 False
198.620, 129.123, 8.333, 18.536 False
198.342, 129.125, 8.333, 18.569 False
198.065, 129.126, 8.333, 18.602 False
197.787, 129.128, 8.333, 18.635 False
197.509, 129.130, 8.333, 18.668 False
197.231, 129.131, 8.333, 18.701 False
196.954, 129.133, 8.333, 18.734 False
196.676, 129.135, 8.333, 18.767 False
196.398, 129.137, 8.333, 18.800 False
196.120, 129.139, 8.333, 18.833 False
195.843, 129.141, 8.333, 18.866 False
195.565, 129.143, 8.333, 18.899 False
195.287, 129.145, 8.333, 18.932 False
195.009, 129.147, 8.333, 18.965 False
194.731, 129.149, 8.333, 18.998 False
194.454, 129.151, 8.333, 19.031 False
194.176, 129.153, 8.333, 19.064 False
193.898, 129.155, 8.333, 19.097 False
193.620, 129.157, 8.333, 19.130 False
193.343, 129.160, 8.333, 19.163 False
193.065, 129.162, 8.333, 19.196 False
192.787, 129.164, 8.333, 19.229 False
192.509, 129.167, 8.333, 19.262 False
192.231, 129.169, 8.333, 19.295 False
191.954, 129.171, 8.333, 19.328 False
191.676, 129.174, 8.333, 19.361 False
191.398, 129.176, 8.333, 19.394 False
191.120, 129.179, 8.333, 19.427 False
190.843, 129.181, 8.333, 19.460 False
190.565, 129.184, 8.333, 19.493 False
190.287, 129.187, 8.333, 19.526 False
190.009, 129.189, 8.333, 19.559 False
189.732, 129.192, 8.333, 19.592 False
189.454, 129.195, 8.333, 19.625 False
189.176, 129.197, 8.333, 19.658 False
188.898, 129.200, 8.333, 19.691 False
188.620, 129.203, 8.333, 19.724 False
188.343, 129.206, 8.333, 19.757 False
188.065, 129.209, 8.333, 19.790 False
187.787, 129.212, 8.333, 19.823 False
187.509, 129.215, 8.333, 19.856 False
187.232, 129.218, 8.333, 19.889 False
186.954, 129.221, 8.333, 19.922 False
186.676, 129.225, 8.333, 19.955 False
186.399, 129.228, 8.333, 19.988 False
186.121, 129.231, 8.333, 20.021 False
185.843, 129.234, 8.333, 20.054 False
185.565, 129.237, 8.333, 20.087 False
185.288, 129.240, 8.333, 20.120 False
185.010, 129.244, 8.333, 20.153 False
184.732, 129.247, 8.333, 20.186 False
184.454, 129.250, 8.333, 20.219 False
184.177, 129.253, 8.333, 20.252 False
183.899, 129.256, 8.333, 20.285 False
183.621, 129.260, 8.333, 20.318 False
183.343, 129.263, 8.333, 20.351 False
183.066, 129.266, 8.333, 20.384 False
182.788, 129.270, 8.333, 20.417 False
182.510, 129.273, 8.333, 20.450 False
182.232, 129.276, 8.333, 20.483 False
181.955, 129.279, 8.333, 20.516 False
181.677, 129.283, 8.333, 20.549 False
181.399, 129.286, 8.333, 20.582 False
181.122, 129.289, 8.333, 20.615 False
180.844, 129.293, 8.333, 20.648 False
180.566, 129.296, 8.333, 20.681 False
180.288, 129.299, 8.333, 20.714 False
180.011, 129.303, 8.333, 20.747 False
179.733, 129.306, 8.333, 20.780 False
179.455, 129.309, 8.333, 20.813 False
179.177, 129.313, 8.333, 20.846 False
178.900, 129.316, 8.333, 20.879 False
178.622, 129.319, 8.333, 20.912 False
178.344, 129.323, 8.333, 20.945 False
178.066, 129.326, 8.333, 20.978 False
177.789, 129.329, 8.333, 21.011 False
177.511, 129.333, 8.333, 21.044 False
177.233, 129.336, 8.333, 21.077 False
176.956, 129.339, 8.333, 21.110 False
176.678, 129.342, 8.333, 21.143 False
176.400, 129.346, 8.333, 21.176 False
176.122, 129.349, 8.333, 21.209 False
175.845, 129.352, 8.333, 21.242 False
175.567, 129.355, 8.333, 21.275 False
175.289, 129.359, 8.330, 21.308 False
175.012, 129.362, 8.305, 21.341 False
174.737, 129.365, 8.246, 21.374 False
174.465, 129.368, 8.157, 21.407 False
174.197, 129.371, 8.043, 21.440 False
173.933, 129.374, 7.909, 21.473 False
173.674, 129.377, 7.763, 21.506 False
173.420, 129.380, 7.605, 21.539 False
173.172, 129.383, 7.438, 21.572 False
172.929, 129.386, 7.269, 21.605 False
172.692, 129.389, 7.098, 21.638 False
172.460, 129.391, 6.931, 21.671 False
172.234, 129.394, 6.771, 21.704 False
172.013, 129.396, 6.624, 21.737 False
171.796, 129.399, 6.486, 21.770 False
171.583, 129.401, 6.360, 21.803 False
171.374, 129.403, 6.241, 21.836 False
171.169, 129.405, 6.132, 21.869 False
170.967, 129.408, 6.028, 21.902 False
170.768, 129.410, 5.937, 21.935 False
