-182.368, 78.614, 1.571,  1.765
-182.331, 78.576, 1.575,  1.798
-182.294, 78.537, 1.579,  1.831
-182.257, 78.498, 1.584,  1.864
-182.220, 78.459, 1.588,  1.897
-182.184, 78.420, 1.592,  1.930
-182.147, 78.381, 1.597,  1.963
-182.111, 78.341, 1.601,  1.996
-182.076, 78.301, 1.605,  2.029
-182.040, 78.260, 1.609,  2.062
-182.005, 78.219, 1.613,  2.095
-181.970, 78.178, 1.617,  2.128
-181.935, 78.136, 1.623,  2.161
-181.901, 78.094, 1.621,  2.194
-181.868, 78.052, 1.619,  2.227
-181.835, 78.009, 1.619,  2.260
-181.803, 77.966, 1.620,  2.293
-181.771, 77.922, 1.622,  2.326
-181.740, 77.877, 1.625,  2.359
-181.709, 77.833, 1.628,  2.392
-181.679, 77.787, 1.631,  2.425
-181.650, 77.741, 1.635,  2.458
-181.622, 77.694, 1.639,  2.491
-181.594, 77.647, 1.642,  2.524
-181.567, 77.599, 1.646,  2.557
-181.540, 77.550, 1.650,  2.590
-181.515, 77.500, 1.654,  2.623
-181.490, 77.450, 1.658,  2.656
-181.466, 77.400, 1.662,  2.689
-181.443, 77.348, 1.666,  2.722
-181.420, 77.297, 1.671,  2.755
-181.399, 77.244, 1.675,  2.788
-181.378, 77.191, 1.680,  2.821
-181.358, 77.137, 1.686,  2.854
-181.340, 77.082, 1.691,  2.887
-181.321, 77.027, 1.697,  2.920
-181.304, 76.972, 1.703,  2.953
-181.288, 76.916, 1.709,  2.986
-181.272, 76.859, 1.716,  3.019
-181.257, 76.802, 1.723,  3.052
-181.243, 76.744, 1.730,  3.085
-181.230, 76.686, 1.738,  3.118
-181.218, 76.627, 1.745,  3.151
-181.206, 76.568, 1.753,  3.184
-181.195, 76.508, 1.761,  3.217
-181.185, 76.448, 1.769,  3.250
-181.175, 76.388, 1.777,  3.283
-181.166, 76.327, 1.785,  3.316
-181.158, 76.266, 1.793,  3.349
-181.151, 76.204, 1.801,  3.382
-181.144, 76.142, 1.809,  3.415
-181.138, 76.080, 1.817,  3.448
-181.132, 76.018, 1.825,  3.481
-181.127, 75.955, 1.833,  3.514
-181.123, 75.892, 1.841,  3.547
-181.119, 75.829, 1.848,  3.580
-181.115, 75.765, 1.856,  3.613
-181.112, 75.701, 1.864,  3.646
-181.110, 75.638, 1.871,  3.679
-181.108, 75.573, 1.878,  3.712
-181.106, 75.509, 1.886,  3.745
-181.105, 75.444, 1.893,  3.778
-181.105, 75.380, 1.901,  3.811
-181.105, 75.315, 1.908,  3.844
-181.105, 75.249, 1.915,  3.877
-181.105, 75.184, 1.923,  3.910
-181.106, 75.119, 1.930,  3.943
-181.107, 75.053, 1.937,  3.976
-181.109, 74.987, 1.944,  4.009
-181.111, 74.921, 1.951,  4.042
-181.113, 74.855, 1.959,  4.075
-181.115, 74.788, 1.966,  4.108
-181.118, 74.722, 1.973,  4.141
-181.121, 74.655, 1.980,  4.174
-181.124, 74.588, 1.987,  4.207
-181.128, 74.521, 1.994,  4.240
-181.131, 74.454, 2.001,  4.273
-181.135, 74.386, 2.008,  4.306
-181.139, 74.318, 2.015,  4.339
-181.143, 74.251, 2.022,  4.372
-181.148, 74.183, 2.028,  4.405
-181.152, 74.114, 2.035,  4.438
-181.157, 74.046, 2.042,  4.471
-181.161, 73.978, 2.049,  4.504
-181.166, 73.909, 2.056,  4.537
-181.171, 73.840, 2.063,  4.570
-181.176, 73.771, 2.070,  4.603
-181.181, 73.702, 2.077,  4.636
-181.186, 73.632, 2.084,  4.669
-181.191, 73.562, 2.091,  4.702
-181.197, 73.492, 2.098,  4.735
-181.202, 73.422, 2.104,  4.768
-181.207, 73.352, 2.111,  4.801
-181.212, 73.281, 2.118,  4.834
-181.218, 73.211, 2.125,  4.867
-181.223, 73.140, 2.131,  4.900
-181.228, 73.069, 2.137,  4.933
-181.233, 72.997, 2.144,  4.966
-181.238, 72.926, 2.151,  4.999
-181.243, 72.854, 2.158,  5.032
-181.248, 72.782, 2.165,  5.065
-181.253, 72.710, 2.172,  5.098
-181.258, 72.637, 2.180,  5.131
-181.263, 72.564, 2.187,  5.164
-181.268, 72.491, 2.194,  5.197
-181.273, 72.418, 2.202,  5.230
-181.277, 72.345, 2.209,  5.263
-181.282, 72.271, 2.217,  5.296
-181.286, 72.197, 2.224,  5.329
-181.291, 72.123, 2.232,  5.362
-181.295, 72.048, 2.239,  5.395
-181.299, 71.974, 2.246,  5.428
-181.303, 71.899, 2.254,  5.461
-181.307, 71.823, 2.261,  5.494
-181.311, 71.748, 2.269,  5.527
-181.315, 71.672, 2.277,  5.560
-181.318, 71.596, 2.284,  5.593
-181.322, 71.520, 2.292,  5.626
-181.325, 71.444, 2.299,  5.659
-181.329, 71.367, 2.307,  5.692
-181.332, 71.290, 2.315,  5.725
-181.335, 71.212, 2.322,  5.758
-181.338, 71.135, 2.330,  5.791
-181.341, 71.057, 2.338,  5.824
-181.344, 70.979, 2.345,  5.857
-181.346, 70.901, 2.353,  5.890
-181.349, 70.822, 2.361,  5.923
-181.351, 70.743, 2.369,  5.956
-181.354, 70.664, 2.377,  5.989
-181.356, 70.585, 2.385,  6.022
-181.358, 70.505, 2.393,  6.055
-181.360, 70.425, 2.401,  6.088
-181.362, 70.345, 2.409,  6.121
-181.364, 70.264, 2.417,  6.154
-181.366, 70.184, 2.425,  6.187
-181.368, 70.103, 2.433,  6.220
-181.369, 70.021, 2.441,  6.253
-181.371, 69.940, 2.449,  6.286
-181.372, 69.858, 2.457,  6.319
-181.373, 69.776, 2.466,  6.352
-181.375, 69.693, 2.474,  6.385
-181.376, 69.611, 2.482,  6.418
-181.377, 69.528, 2.490,  6.451
-181.378, 69.445, 2.499,  6.484
-181.379, 69.361, 2.507,  6.517
-181.380, 69.277, 2.515,  6.550
-181.380, 69.193, 2.524,  6.583
-181.381, 69.109, 2.532,  6.616
-181.382, 69.024, 2.541,  6.649
-181.382, 68.939, 2.549,  6.682
-181.383, 68.854, 2.557,  6.715
-181.383, 68.769, 2.566,  6.748
-181.384, 68.683, 2.574,  6.781
-181.384, 68.597, 2.583,  6.814
-181.385, 68.511, 2.592,  6.847
-181.385, 68.424, 2.600,  6.880
-181.385, 68.337, 2.609,  6.913
-181.385, 68.250, 2.618,  6.946
-181.386, 68.162, 2.626,  6.979
-181.386, 68.075, 2.635,  7.012
-181.386, 67.987, 2.644,  7.045
-181.386, 67.898, 2.652,  7.078
-181.386, 67.810, 2.661,  7.111
-181.386, 67.721, 2.670,  7.144
-181.386, 67.631, 2.679,  7.177
-181.386, 67.542, 2.688,  7.210
-181.386, 67.452, 2.697,  7.243
-181.386, 67.362, 2.706,  7.276
-181.386, 67.272, 2.715,  7.309
-181.385, 67.181, 2.724,  7.342
-181.385, 67.090, 2.733,  7.375
-181.385, 66.999, 2.742,  7.408
-181.385, 66.907, 2.751,  7.441
-181.385, 66.815, 2.760,  7.474
-181.385, 66.723, 2.769,  7.507
-181.384, 66.630, 2.779,  7.540
-181.384, 66.537, 2.788,  7.573
-181.384, 66.444, 2.797,  7.606
-181.384, 66.351, 2.806,  7.639
-181.384, 66.257, 2.816,  7.672
-181.383, 66.163, 2.825,  7.705
-181.383, 66.068, 2.835,  7.738
-181.383, 65.974, 2.844,  7.771
-181.383, 65.879, 2.854,  7.804
-181.383, 65.783, 2.863,  7.837
-181.382, 65.688, 2.873,  7.870
-181.382, 65.592, 2.882,  7.903
-181.382, 65.495, 2.892,  7.936
-181.382, 65.399, 2.901,  7.969
-181.381, 65.302, 2.911,  8.002
-181.381, 65.204, 2.921,  8.035
-181.381, 65.107, 2.931,  8.068
-181.381, 65.009, 2.940,  8.101
-181.381, 64.911, 2.950,  8.134
-181.381, 64.812, 2.960,  8.167
-181.380, 64.713, 2.970,  8.200
-181.380, 64.614, 2.980,  8.233
-181.380, 64.514, 2.990,  8.266
-181.380, 64.414, 3.000,  8.299
-181.380, 64.314, 3.010,  8.332
-181.380, 64.214, 3.020,  8.365
-181.380, 64.113, 3.030,  8.398
-181.379, 64.011, 3.040,  8.431
-181.379, 63.910, 3.050,  8.464
-181.379, 63.808, 3.060,  8.497
-181.379, 63.706, 3.070,  8.530
-181.379, 63.603, 3.080,  8.563
-181.379, 63.500, 3.091,  8.596
-181.379, 63.397, 3.101,  8.629
-181.379, 63.293, 3.111,  8.662
-181.379, 63.189, 3.122,  8.695
-181.378, 63.085, 3.132,  8.728
-181.379, 62.980, 3.143,  8.761
-181.379, 62.875, 3.153,  8.794
-181.379, 62.770, 3.164,  8.827
-181.379, 62.664, 3.174,  8.860
-181.379, 62.558, 3.185,  8.893
-181.379, 62.452, 3.195,  8.926
-181.379, 62.345, 3.206,  8.959
-181.379, 62.238, 3.217,  8.992
-181.380, 62.130, 3.227,  9.025
-181.380, 62.022, 3.238,  9.058
-181.380, 61.914, 3.249,  9.091
-181.380, 61.806, 3.260,  9.124
-181.380, 61.697, 3.271,  9.157
-181.381, 61.587, 3.281,  9.190
-181.381, 61.478, 3.292,  9.223
-181.381, 61.368, 3.303,  9.256
-181.381, 61.257, 3.314,  9.289
-181.382, 61.147, 3.325,  9.322
-181.382, 61.035, 3.336,  9.355
-181.382, 60.924, 3.348,  9.388
-181.382, 60.812, 3.359,  9.421
-181.382, 60.700, 3.370,  9.454
-181.382, 60.587, 3.381,  9.487
-181.382, 60.474, 3.392,  9.520
-181.383, 60.361, 3.404,  9.553
-181.383, 60.247, 3.415,  9.586
-181.383, 60.133, 3.426,  9.619
-181.383, 60.018, 3.438,  9.652
-181.383, 59.904, 3.449,  9.685
-181.383, 59.788, 3.461,  9.718
-181.384, 59.673, 3.473,  9.751
-181.384, 59.557, 3.484,  9.784
-181.384, 59.440, 3.496,  9.817
-181.384, 59.323, 3.507,  9.850
-181.384, 59.206, 3.519,  9.883
-181.384, 59.089, 3.531,  9.916
-181.384, 58.971, 3.543,  9.949
-181.385, 58.852, 3.554,  9.982
-181.385, 58.733, 3.566, 10.015
-181.385, 58.614, 3.578, 10.048
-181.385, 58.495, 3.590, 10.081
-181.385, 58.375, 3.602, 10.114
-181.385, 58.254, 3.614, 10.147
-181.385, 58.134, 3.626, 10.180
-181.386, 58.012, 3.638, 10.213
-181.386, 57.891, 3.650, 10.246
-181.386, 57.769, 3.662, 10.279
-181.386, 57.646, 3.675, 10.312
-181.386, 57.524, 3.687, 10.345
-181.386, 57.400, 3.699, 10.378
-181.387, 57.277, 3.711, 10.411
-181.387, 57.153, 3.724, 10.444
-181.387, 57.028, 3.736, 10.477
-181.387, 56.903, 3.749, 10.510
-181.387, 56.778, 3.761, 10.543
-181.387, 56.652, 3.774, 10.576
-181.387, 56.526, 3.787, 10.609
-181.387, 56.400, 3.799, 10.642
-181.388, 56.273, 3.812, 10.675
-181.388, 56.145, 3.825, 10.708
-181.388, 56.018, 3.837, 10.741
-181.388, 55.889, 3.850, 10.774
-181.388, 55.761, 3.863, 10.807
-181.388, 55.632, 3.876, 10.840
-181.388, 55.502, 3.888, 10.873
-181.388, 55.372, 3.901, 10.906
-181.389, 55.242, 3.914, 10.939
-181.389, 55.111, 3.927, 10.972
-181.389, 54.980, 3.940, 11.005
-181.389, 54.848, 3.953, 11.038
-181.389, 54.716, 3.966, 11.071
-181.389, 54.584, 3.979, 11.104
-181.389, 54.451, 3.992, 11.137
-181.389, 54.317, 4.005, 11.170
-181.390, 54.183, 4.018, 11.203
-181.390, 54.049, 4.032, 11.236
-181.390, 53.914, 4.045, 11.269
-181.390, 53.779, 4.058, 11.302
-181.390, 53.644, 4.071, 11.335
-181.390, 53.508, 4.085, 11.368
-181.390, 53.371, 4.098, 11.401
-181.390, 53.234, 4.111, 11.434
-181.390, 53.097, 4.125, 11.467
-181.391, 52.959, 4.138, 11.500
-181.391, 52.821, 4.152, 11.533
-181.391, 52.682, 4.165, 11.566
-181.391, 52.543, 4.179, 11.599
-181.391, 52.403, 4.192, 11.632
-181.391, 52.263, 4.206, 11.665
-181.391, 52.122, 4.220, 11.698
-181.391, 51.981, 4.234, 11.731
-181.391, 51.840, 4.248, 11.764
-181.391, 51.698, 4.262, 11.797
-181.391, 51.555, 4.276, 11.830
-181.391, 51.413, 4.290, 11.863
-181.392, 51.269, 4.304, 11.896
-181.392, 51.125, 4.318, 11.929
-181.392, 50.981, 4.332, 11.962
-181.392, 50.836, 4.346, 11.995
-181.392, 50.691, 4.361, 12.028
-181.392, 50.545, 4.375, 12.061
-181.392, 50.399, 4.389, 12.094
-181.392, 50.253, 4.404, 12.127
-181.392, 50.105, 4.418, 12.160
-181.392, 49.958, 4.433, 12.193
-181.393, 49.810, 4.447, 12.226
-181.393, 49.661, 4.462, 12.259
-181.393, 49.512, 4.477, 12.292
-181.393, 49.362, 4.491, 12.325
-181.393, 49.212, 4.506, 12.358
-181.393, 49.062, 4.521, 12.391
-181.393, 48.911, 4.536, 12.424
-181.393, 48.759, 4.551, 12.457
-181.393, 48.607, 4.565, 12.490
-181.393, 48.454, 4.580, 12.523
-181.393, 48.301, 4.595, 12.556
-181.393, 48.148, 4.611, 12.589
-181.393, 47.994, 4.626, 12.622
-181.393, 47.839, 4.641, 12.655
-181.393, 47.684, 4.656, 12.688
-181.393, 47.528, 4.672, 12.721
-181.393, 47.372, 4.687, 12.754
-181.394, 47.216, 4.702, 12.787
-181.394, 47.059, 4.718, 12.820
-181.394, 46.901, 4.733, 12.853
-181.394, 46.743, 4.749, 12.886
-181.394, 46.584, 4.764, 12.919
-181.394, 46.425, 4.780, 12.952
-181.394, 46.265, 4.796, 12.985
-181.394, 46.105, 4.811, 13.018
-181.394, 45.944, 4.827, 13.051
-181.394, 45.783, 4.843, 13.084
-181.394, 45.621, 4.859, 13.117
-181.394, 45.459, 4.875, 13.150
-181.394, 45.296, 4.891, 13.183
-181.394, 45.132, 4.907, 13.216
-181.394, 44.968, 4.924, 13.249
-181.394, 44.804, 4.940, 13.282
-181.394, 44.639, 4.956, 13.315
-181.394, 44.473, 4.972, 13.348
-181.394, 44.307, 4.989, 13.381
-181.394, 44.140, 5.005, 13.414
-181.394, 43.973, 5.022, 13.447
-181.394, 43.805, 5.038, 13.480
-181.394, 43.637, 5.055, 13.513
-181.394, 43.468, 5.071, 13.546
-181.394, 43.298, 5.086, 13.579
-181.394, 43.129, 5.090, 13.612
-181.394, 42.960, 5.074, 13.645
-181.394, 42.791, 5.057, 13.678
-181.394, 42.623, 5.048, 13.711
-181.394, 42.455, 5.047, 13.744
-181.394, 42.287, 5.055, 13.777
-181.394, 42.118, 5.070, 13.810
-181.394, 41.948, 5.092, 13.843
-181.394, 41.778, 5.119, 13.876
-181.394, 41.606, 5.149, 13.909
-181.394, 41.434, 5.182, 13.942
-181.394, 41.260, 5.215, 13.975
-181.394, 41.085, 5.248, 14.008
-181.394, 40.909, 5.280, 14.041
-181.394, 40.732, 5.310, 14.074
-181.394, 40.554, 5.339, 14.107
-181.394, 40.376, 5.365, 14.140
-181.394, 40.196, 5.390, 14.173
-181.394, 40.016, 5.412, 14.206
-181.394, 39.835, 5.433, 14.239
-181.393, 39.653, 5.452, 14.272
-181.393, 39.471, 5.471, 14.305
-181.393, 39.288, 5.488, 14.338
-181.393, 39.105, 5.505, 14.371
-181.393, 38.921, 5.522, 14.404
-181.393, 38.737, 5.539, 14.437
-181.393, 38.552, 5.555, 14.470
-181.393, 38.366, 5.572, 14.503
-181.393, 38.180, 5.589, 14.536
-181.393, 37.993, 5.607, 14.569
-181.393, 37.806, 5.624, 14.602
-181.393, 37.618, 5.642, 14.635
-181.393, 37.430, 5.661, 14.668
-181.393, 37.240, 5.679, 14.701
-181.393, 37.051, 5.698, 14.734
-181.393, 36.860, 5.718, 14.767
-181.393, 36.669, 5.737, 14.800
-181.392, 36.477, 5.756, 14.833
-181.392, 36.285, 5.776, 14.866
-181.392, 36.092, 5.796, 14.899
-181.392, 35.898, 5.816, 14.932
-181.392, 35.704, 5.835, 14.965
-181.392, 35.509, 5.855, 14.998
-181.392, 35.313, 5.875, 15.031
-181.392, 35.117, 5.895, 15.064
-181.392, 34.920, 5.915, 15.097
-181.391, 34.722, 5.935, 15.130
-181.391, 34.524, 5.955, 15.163
-181.391, 34.325, 5.975, 15.196
-181.391, 34.125, 5.995, 15.229
-181.391, 33.925, 6.016, 15.262
-181.391, 33.724, 6.036, 15.295
-181.391, 33.522, 6.056, 15.328
-181.391, 33.320, 6.076, 15.361
-181.390, 33.117, 6.097, 15.394
-181.390, 32.913, 6.117, 15.427
-181.390, 32.709, 6.138, 15.460
-181.390, 32.503, 6.158, 15.493
-181.390, 32.298, 6.179, 15.526
-181.390, 32.091, 6.200, 15.559
-181.389, 31.884, 6.221, 15.592
-181.389, 31.676, 6.241, 15.625
-181.389, 31.468, 6.262, 15.658
-181.389, 31.258, 6.283, 15.691
-181.389, 31.048, 6.304, 15.724
-181.389, 30.838, 6.325, 15.757
-181.388, 30.626, 6.347, 15.790
-181.388, 30.414, 6.368, 15.823
-181.388, 30.201, 6.389, 15.856
-181.388, 29.988, 6.411, 15.889
-181.388, 29.774, 6.432, 15.922
-181.387, 29.559, 6.454, 15.955
-181.387, 29.343, 6.476, 15.988
-181.387, 29.127, 6.497, 16.021
-181.387, 28.909, 6.519, 16.054
-181.386, 28.692, 6.541, 16.087
-181.386, 28.473, 6.563, 16.120
-181.386, 28.254, 6.585, 16.153
-181.386, 28.034, 6.607, 16.186
-181.386, 27.813, 6.629, 16.219
-181.385, 27.591, 6.651, 16.252
-181.385, 27.369, 6.674, 16.285
-181.385, 27.146, 6.696, 16.318
-181.385, 26.922, 6.718, 16.351
-181.384, 26.698, 6.741, 16.384
-181.384, 26.472, 6.764, 16.417
-181.384, 26.246, 6.787, 16.450
-181.383, 26.020, 6.809, 16.483
-181.383, 25.792, 6.832, 16.516
-181.383, 25.564, 6.855, 16.549
-181.383, 25.335, 6.878, 16.582
-181.382, 25.105, 6.901, 16.615
-181.382, 24.874, 6.924, 16.648
-181.382, 24.643, 6.947, 16.681
-181.382, 24.411, 6.970, 16.714
-181.381, 24.178, 6.993, 16.747
-181.381, 23.944, 7.016, 16.780
-181.381, 23.710, 7.039, 16.813
-181.380, 23.474, 7.061, 16.846
-181.380, 23.238, 7.085, 16.879
-181.380, 23.002, 7.108, 16.912
-181.379, 22.764, 7.131, 16.945
-181.379, 22.526, 7.155, 16.978
-181.379, 22.287, 7.179, 17.011
-181.378, 22.047, 7.203, 17.044
-181.378, 21.806, 7.226, 17.077
-181.378, 21.565, 7.250, 17.110
-181.377, 21.322, 7.275, 17.143
-181.377, 21.079, 7.299, 17.176
-181.376, 20.835, 7.323, 17.209
-181.376, 20.591, 7.347, 17.242
-181.376, 20.345, 7.372, 17.275
-181.375, 20.099, 7.396, 17.308
-181.375, 19.852, 7.421, 17.341
-181.375, 19.604, 7.445, 17.374
-181.374, 19.355, 7.470, 17.407
-181.374, 19.105, 7.495, 17.440
-181.373, 18.855, 7.520, 17.473
-181.373, 18.603, 7.545, 17.506
-181.372, 18.351, 7.570, 17.539
-181.372, 18.098, 7.595, 17.572
-181.372, 17.845, 7.620, 17.605
-181.371, 17.590, 7.645, 17.638
-181.371, 17.334, 7.671, 17.671
-181.370, 17.078, 7.696, 17.704
-181.370, 16.821, 7.721, 17.737
-181.369, 16.563, 7.746, 17.770
-181.369, 16.304, 7.772, 17.803
-181.368, 16.044, 7.797, 17.836
-181.368, 15.784, 7.823, 17.869
-181.367, 15.522, 7.849, 17.902
-181.367, 15.260, 7.875, 17.935
-181.366, 14.997, 7.901, 17.968
-181.366, 14.733, 7.927, 18.001
-181.365, 14.468, 7.953, 18.034
-181.365, 14.202, 7.979, 18.067
-181.365, 13.936, 8.006, 18.100
-181.364, 13.668, 8.033, 18.133
-181.363, 13.400, 8.059, 18.166
-181.363, 13.130, 8.086, 18.199
-181.362, 12.860, 8.113, 18.232
-181.362, 12.589, 8.139, 18.265
-181.361, 12.317, 8.167, 18.298
-181.361, 12.044, 8.194, 18.331
-181.360, 11.770, 8.221, 18.364
-181.360, 11.496, 8.249, 18.397
-181.359, 11.220, 8.276, 18.430
-181.358, 10.943, 8.304, 18.463
-181.358, 10.666, 8.331, 18.496
-181.357, 10.387, 8.359, 18.529
-181.357, 10.108, 8.387, 18.562
-181.356, 9.828, 8.414, 18.595
-181.355, 9.547, 8.442, 18.628
-181.355, 9.265, 8.470, 18.661
-181.354, 8.981, 8.499, 18.694
-181.353, 8.697, 8.527, 18.727
-181.353, 8.413, 8.555, 18.760
-181.352, 8.127, 8.584, 18.793
-181.351, 7.840, 8.612, 18.826
-181.351, 7.552, 8.641, 18.859
-181.350, 7.263, 8.670, 18.892
-181.349, 6.973, 8.699, 18.925
-181.349, 6.683, 8.728, 18.958
-181.348, 6.391, 8.757, 18.991
-181.347, 6.098, 8.786, 19.024
-181.347, 5.805, 8.815, 19.057
-181.346, 5.510, 8.844, 19.090
-181.345, 5.215, 8.874, 19.123
-181.344, 4.918, 8.903, 19.156
-181.344, 4.621, 8.933, 19.189
-181.343, 4.322, 8.963, 19.222
-181.342, 4.023, 8.993, 19.255
-181.341, 3.722, 9.023, 19.288
-181.341, 3.421, 9.053, 19.321
-181.340, 3.118, 9.083, 19.354
-181.339, 2.815, 9.113, 19.387
-181.338, 2.510, 9.143, 19.420
-181.338, 2.204, 9.174, 19.453
-181.337, 1.898, 9.204, 19.486
-181.336, 1.590, 9.235, 19.519
-181.335, 1.282, 9.266, 19.552
-181.334, 0.972, 9.297, 19.585
-181.333, 0.661, 9.328, 19.618
-181.333, 0.350, 9.359, 19.651
-181.332, 0.037, 9.390, 19.684
-181.331, -0.277, 9.421, 19.717
-181.330, -0.592, 9.453, 19.750
-181.329, -0.908, 9.484, 19.783
-181.328, -1.225, 9.516, 19.816
-181.327, -1.543, 9.548, 19.849
-181.326, -1.862, 9.579, 19.882
-181.325, -2.182, 9.611, 19.915
-181.325, -2.503, 9.643, 19.948
-181.324, -2.825, 9.675, 19.981
-181.323, -3.148, 9.707, 20.014
-181.322, -3.473, 9.740, 20.047
-181.321, -3.798, 9.772, 20.080
-181.320, -4.125, 9.805, 20.113
-181.319, -4.453, 9.838, 20.146
-181.318, -4.781, 9.871, 20.179
-181.317, -5.111, 9.904, 20.212
-181.316, -5.442, 9.937, 20.245
-181.315, -5.774, 9.970, 20.278
-181.314, -6.107, 10.003, 20.311
-181.313, -6.442, 10.036, 20.344
-181.312, -6.777, 10.070, 20.377
-181.311, -7.114, 10.103, 20.410
-181.310, -7.451, 10.137, 20.443
-181.309, -7.790, 10.171, 20.476
-181.308, -8.130, 10.205, 20.509
-181.306, -8.471, 10.239, 20.542
-181.305, -8.813, 10.273, 20.575
-181.304, -9.156, 10.307, 20.608
-181.303, -9.501, 10.341, 20.641
-181.302, -9.846, 10.376, 20.674
-181.301, -10.193, 10.411, 20.707
-181.300, -10.541, 10.445, 20.740
-181.298, -10.890, 10.480, 20.773
-181.297, -11.240, 10.515, 20.806
-181.296, -11.592, 10.550, 20.839
-181.295, -11.944, 10.585, 20.872
-181.294, -12.298, 10.621, 20.905
-181.293, -12.653, 10.656, 20.938
-181.291, -13.009, 10.692, 20.971
-181.290, -13.366, 10.727, 21.004
-181.289, -13.725, 10.763, 21.037
-181.288, -14.084, 10.799, 21.070
-181.286, -14.445, 10.835, 21.103
-181.285, -14.807, 10.871, 21.136
-181.284, -15.171, 10.908, 21.169
-181.283, -15.535, 10.944, 21.202
-181.281, -15.901, 10.980, 21.235
-181.280, -16.268, 11.017, 21.268
-181.279, -16.636, 11.054, 21.301
-181.277, -17.006, 11.091, 21.334
-181.276, -17.376, 11.128, 21.367
-181.274, -17.748, 11.165, 21.400
-181.273, -18.121, 11.202, 21.433
-181.272, -18.495, 11.240, 21.466
-181.270, -18.871, 11.277, 21.499
-181.269, -19.248, 11.315, 21.532
-181.267, -19.626, 11.352, 21.565
-181.266, -20.005, 11.390, 21.598
-181.265, -20.386, 11.429, 21.631
-181.263, -20.768, 11.467, 21.664
-181.262, -21.151, 11.505, 21.697
-181.260, -21.536, 11.544, 21.730
-181.259, -21.921, 11.583, 21.763
-181.257, -22.309, 11.622, 21.796
-181.256, -22.697, 11.661, 21.829
-181.254, -23.087, 11.700, 21.862
-181.253, -23.478, 11.739, 21.895
-181.251, -23.870, 11.779, 21.928
-181.249, -24.264, 11.819, 21.961
-181.248, -24.659, 11.858, 21.994
-181.246, -25.055, 11.898, 22.027
-181.245, -25.453, 11.939, 22.060
-181.243, -25.851, 11.979, 22.093
-181.241, -26.252, 12.019, 22.126
-181.240, -26.653, 12.059, 22.159
-181.238, -27.056, 12.100, 22.192
-181.236, -27.461, 12.141, 22.225
-181.235, -27.867, 12.182, 22.258
-181.233, -28.274, 12.222, 22.291
-181.231, -28.682, 12.264, 22.324
-181.230, -29.092, 12.305, 22.357
-181.228, -29.503, 12.346, 22.390
-181.226, -29.916, 12.387, 22.423
-181.224, -30.330, 12.429, 22.456
-181.223, -30.745, 12.471, 22.489
-181.221, -31.162, 12.513, 22.522
-181.219, -31.580, 12.555, 22.555
-181.217, -32.000, 12.597, 22.588
-181.215, -32.421, 12.640, 22.621
-181.214, -32.843, 12.682, 22.654
-181.212, -33.267, 12.725, 22.687
-181.210, -33.692, 12.768, 22.720
-181.208, -34.119, 12.810, 22.753
-181.206, -34.547, 12.854, 22.786
-181.204, -34.976, 12.897, 22.819
-181.202, -35.407, 12.940, 22.852
-181.200, -35.840, 12.983, 22.885
-181.198, -36.274, 13.027, 22.918
-181.196, -36.709, 13.071, 22.951
-181.194, -37.146, 13.115, 22.984
-181.192, -37.584, 13.159, 23.017
-181.190, -38.024, 13.203, 23.050
